"id","index","ec_list_no","cas_id_number","name","page_id","url"
"6001","","230-814-3","7328-28-1","Tris[2-bromo-1-(chloromethyl)ethyl] phosphate","4570","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4570"
"6002","","617-339-0","824-80-6","Sodium 4-fluorobenzene sulfinate","4574","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4574"
"6003","","201-002-6","77-07-6","Levorphanol","4581","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4581"
"6004","","205-848-7","156-10-5","4-nitroso-N-phenylaniline","4585","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4585"
"6005","","236-842-2","13510-49-1","Beryllium sulphate","4587","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4587"
"6006","","443-950-5","","Reaction products of maleic anhydride with sodium phosphinate and their sodium salts","4595","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4595"
"6007","","211-551-3","661-97-2","1,2-dichloro-1,1,2,3,3,3-hexafluoropropane","4604","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4604"
"6008","","258-350-7","53082-58-9","3-methylpentyl 2-methylisocrotonate","4612","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4612"
"6009","","268-876-9","68153-31-1","Quaternary ammonium compounds, coco alkylethylbis(hydroxyethyl), Et sulfates (salts)","4613","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4613"
"6010","","205-771-9","150-78-7","1,4-dimethoxybenzene","4615","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4615"
"6011","","217-221-5","1779-54-0","[(methylthio)methyl]triphenylphosphonium chloride","4616","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4616"
"6012","","611-976-8","60456-23-7","(S)-(-)-Glycidol","4618","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4618"
"6013","","249-117-0","28633-45-6","Citric acid, iron(3+) salt","4619","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4619"
"6014","","274-492-2","70236-62-3","Disodium [3-[4,5-dihydro-4-[(2-hydroxy-5-nitrophenyl)azo]-3-methyl-5-oxo-1H-pyrazol-1-yl]benzenesulphonato(3-)][1-[[2-hydroxy-5-(phenylazo)phenyl]azo]-2-naphtholato(2-)]chromate(2-)","4624","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4624"
"6015","","230-448-4","7144-22-1","1,2,4-triazolo[4,3-a][1,3,5]triazine-3,5,7-triamine","4625","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4625"
"6016","","219-662-9","2493-02-9","4-bromophenyl isocyanate","4630","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4630"
"6017","","610-965-5","53123-88-9","(3S,6R,7E,9R,10R,12R,14S,15E,17E,19E,21S,23S,26R,27R,34aS)-9,10,12,13,14,21,22,23,24,25,26,27,32,33,34,34a-hexadecahydro-9,27-dihydroxy-3-[(1R)-2-[(1S,3R,4R)-4-hydroxy-3-methoxycyclohexyl]-1-methylethyl]-10,21-dimethoxy-6,8,12,14,20,26-hexamethyl-23,27-epoxy-3H-pyrido[2,1-c][1,4]-oxaazacyclohentriacontine-1,5,11,28,29(4H,6H,31H)-pentone","4633","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4633"
"6018","","256-752-7","50767-79-8","(E,Z)-tetradeca-9,11-dienyl acetate","4640","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4640"
"6019","","284-112-7","84787-71-3","Sanguisorba officinalis, ext.","4643","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4643"
"6020","","209-023-2","552-82-9","Methyldiphenylamine","4653","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4653"
"6021","","216-702-7","1643-97-6","1-fluoro-4-[(4-methylphenyl)sulphonyl]benzene","4658","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4658"
"6022","","211-820-5","698-76-0","Tetrahydro-6-propyl-2H-pyran-2-one","4659","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4659"
"6023","","267-034-8","67762-80-5","2,5-Furandione, dihydro-, monopolyisobutenyl derivs., reaction products with triethanolamine","4660","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4660"
"6024","","234-710-9","12026-24-3","Tin dihydroxide","4663","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4663"
"6025","","613-774-5","6529-53-9","4-Chlorophenethyl bromide","4667","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4667"
"6026","","309-696-3","100684-25-1","Protein hydrolyzates, wheat gluten","4668","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4668"
"6027","","230-138-9","6954-55-8","9H-fluorene-4-carboxylic acid","4670","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4670"
"6028","","231-632-7","7663-77-6","N-(3-aminopropyl)pyrrolidin-2-one","4678","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4678"
"6029","","604-980-6","154827-36-8","rac-Dimethylsilylenebis(2-methyl-4-phenylindenyl)zirconium dimethyl","4679","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4679"
"6030","","608-409-1","2973-78-6","3-Bromo-4-hydroxybenzaldehyde","4686","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4686"
"6031","","208-550-5","532-96-7","2'-phenylbenzohydrazide","4689","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4689"
"6032","","245-472-0","23165-53-9","3-chloro-6-isothiocyanatotoluene","4690","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4690"
"6033","","255-665-1","42122-41-8","α-methylpyrrolidine-1-ethanol","4691","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4691"
"6034","","216-175-3","1518-58-7","Diethylammonium diethyldithiocarbamate","4699","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4699"
"6035","","277-550-5","73602-61-6","Triethylammonium fluoride","4700","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4700"
"6036","","500-052-9","26811-08-5","Formaldehyde, oligomeric reaction products with 5,5-dimethyl-2,4-imidazolidinedione","4704","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4704"
"6037","","606-504-2","202925-04-0","Benzene, 1,5-dibromo-2-chloro-3-fluoro-","4706","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4706"
"6038","","249-861-6","29804-22-6","cis-7,8-epoxy-2-methyloctadecane","4707","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4707"
"6039","","254-096-6","38708-95-1","Calcium hexanoate","4711","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4711"
"6040","","234-779-5","12032-82-5","Antimony, compound with manganese (1:1)","4712","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4712"
"6041","","277-629-4","73899-76-0","(±)-N-[3-acetyl-4-[2-hydroxy-3-[(1-methylethyl)amino]propoxy]phenyl]acetamide monohydrochloride","4714","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4714"
"6042","","219-661-3","2492-87-7","4-nitrophenyl β-D-glucopyranoside","4715","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4715"
"6043","","606-477-7","202601-67-0","(E)-3{(S)-1-[2-(2-amino-6-hydroxy-purin-9-ylmethoxy)-ethoxicarbonyl]-2-methyl-propylamino}-but-2-enoic acid methyl ester","4723","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4723"
"6044","","455-940-8","","5,6-Diethyl-2,3-dialkyl-1H-inden-2-aminium chloride","4724","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4724"
"6045","","204-965-0","129-79-3","2,4,7-trinitrofluoren-9-one","4725","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4725"
"6046","","303-569-6","94200-89-2","4-amino-6-[[4-[[4-[[4-(diethylamino)-2-hydroxyphenyl]azo]phenyl]amino]-3-sulphophenyl]azo]-5-hydroxy-3-[(4-nitrophenyl)azo]naphthalene-2,7-disulphonic acid, sodium salt","4737","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4737"
"6047","","603-977-7","136790-76-6","Prostan-1-oic acid, 16,16-difluoro-11-hydroxy-9,15-dioxo-, (11α)-","4738","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4738"
"6048","","210-255-1","611-14-3","2-ethyltoluene","4740","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4740"
"6049","","262-634-6","61167-58-6","2-(1,1-dimethylethyl)-6-[[3-(1,1-dimethylethyl)-2-hydroxy-5-methylphenyl]methyl]-4-methylphenyl acrylate","4741","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4741"
"6050","","232-667-0","9003-98-9","Nuclease, deoxyribo-","4742","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4742"
"6051","","215-573-4","1332-73-6","Aluminium hydroxide sulphate","4745","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4745"
"6052","","209-148-2","557-00-6","Propyl isovalerate","4746","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4746"
"6053","","233-877-5","10406-25-4","4-(aminomethyl)benzonitrile","4748","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4748"
"6054","","200-799-8","73-40-5","Guanine","4749","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4749"
"6055","","210-761-2","622-96-8","4-ethyltoluene","4750","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4750"
"6056","","410-210-8","","Pigment Red 5021B","4752","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4752"
"6057","","614-330-3","68154-25-6","Fatty acids, C14-18 and C16-18-unsatd., ethoxylated (ca.14)","4757","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4757"
"6058","","202-965-5","101-67-7","Bis(4-octylphenyl)amine","4762","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4762"
"6059","","232-276-5","8001-23-8","Safflower oil","4763","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4763"
"6060","","290-114-9","90082-26-1","Origanum compactum, ext.","4766","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4766"
"6061","","245-176-1","22720-35-0","6-bromo-2-naphthyl β-D-glucopyranosiduronic acid","4771","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4771"
"6062","","238-621-6","14579-03-4","Trichlorocyclopentylsilane","4777","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4777"
"6063","","244-185-8","21059-46-1","Calcium L-aspartate","4780","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4780"
"6064","","231-838-7","7758-29-4","Pentasodium triphosphate","4784","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4784"
"6065","","206-658-7","363-72-4","Pentafluorobenzene","4786","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4786"
"6066","","203-515-0","107-72-2","Trichloropentylsilane","4787","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4787"
"6067","","205-380-3","139-88-8","Sodium tetradecyl sulfate","4788","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4788"
"6068","","211-287-9","637-50-3","β-methylstyrene","4789","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4789"
"6069","","426-570-4","186614-87-9","Reaction mass of 8,18-dichloro-5,15-diethyl-5,15-dihydro-N,N'-bis[3-(2-methylpiperidino)propyl]-7,17-dioxa-5,9,15,19-tetraazadiindeno[1,2-b:1',2'-m]pentacene disulfonamide and 8-chloro-5,15-diethyl-5,15-dihydro-N,N'-bis[3-(2-methylpiperidino)propyl]-7,17-dioxa-5,9,15,19-tetraazadiindeno[1,2-b:1',2'-m]pentacene disulfonamide","4796","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4796"
"6070","","200-675-3","68-04-2, 6132-04-3","Trisodium citrate","4799","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4799"
"6071","","264-796-3","64346-30-1","2-[2-[4-(diethylamino)phenyl]vinyl]-1,3,3-trimethyl-3H-indolium acetate","4800","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4800"
"6072","","246-128-2","24292-52-2","1-[4-[[6-O-(6-deoxy-α-L-mannopyranosyl)-β-D-glucopyranosyl]oxy]-2-hydroxy-6-methoxyphenyl]-3-(3-hydroxy-4-methoxyphenyl)prop-2-en-1-one","4804","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4804"
"6073","","229-657-3","6641-64-1","4,5-dichloro-2-nitroaniline","4811","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4811"
"6074","","243-208-9","19660-16-3","2,3-dibromopropyl acrylate","4813","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4813"
"6075","","219-257-7","2396-83-0","Ethyl hex-3-enoate","4822","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4822"
"6076","","283-467-5","84649-86-5","Anthemis nobilis, ext.","4823","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4823"
"6077","","269-807-5","68334-02-1","Fatty acids, C12-20","4826","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4826"
"6078","","266-545-3","67019-89-0","Nona-2-6-dienenitrile","4832","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4832"
"6079","","234-834-3","12035-98-2","Vanadium oxide","4834","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4834"
"6080","","209-817-9","593-91-9","Trimethylbismuthine","4835","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4835"
"6081","","240-978-8","16920-94-8","Dipotassium hexakis(cyano-C)platinate","4837","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4837"
"6082","","231-324-2","7492-67-3","[(3,7-dimethyl-6-octenyl)oxy]acetaldehyde","4840","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4840"
"6083","","925-499-0","","POLYAMINOAMIDE ADDUCT (R41)(39155)","4841","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4841"
"6084","","216-337-3","1561-49-5","Dicyclohexyl peroxydicarbonate","4842","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4842"
"6085","","228-995-9","6388-26-7","Benzoic acid, 2-hydroxy-5-[[4-[[4-[[8-hydroxy-7-[[4-[(8-hydroxy-3,6-disulfo-1-naphthalenyl)azo]-2-methoxy-5-methylphenyl]azo]-3,6-disulfo-1-naphthalenyl]amino]-6-(phenylamino)-1,3,5-triazin-2-yl]amino]phenyl]azo]-, pentasodium salt","4846","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4846"
"6086","","272-912-9","68920-06-9","Hydrocarbons, C7-9","4852","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4852"
"6087","","210-191-4","609-46-1","o-hydroxybenzenesulphonic acid","4853","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4853"
"6088","","207-950-7","502-69-2","6,10,14-trimethylpentadecan-2-one","4861","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4861"
"6089","","265-345-3","65059-91-8","Benzyldodecylbis(2-hydroxypropyl)ammonium chloride","4867","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4867"
"6090","","205-611-8","143-81-7","Sodium 5-(sec-butyl)-5-ethylbarbiturate","4873","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4873"
"6091","","239-164-5","15111-97-4","4-methyl-β-methylenecyclohex-3-ene-1-ethyl acetate","4876","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4876"
"6092","","204-730-2","125-25-7","Codeine hydrobromide","4877","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4877"
"6093","","279-018-8","78964-85-9","(2R-cis)-(3-methyloxiranyl)phosphonic acid, compound with 2-amino-2-(hydroxymethyl)propane-1,3-diol (1:1)","4882","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4882"
"6094","","237-044-7","13597-19-8","Cerium vanadium tetraoxide","4886","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4886"
"6095","","475-290-9","","(2S)-5-amino-2-{[(2S)-2-aminopropanoyl]amino}-5-oxopentanoic acid","4888","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4888"
"6096","","297-755-3","93762-42-6","9,10-Anthracenedione, 1,4-diamino-, N,N'-mixed 2-ethylhexyl and hexyl and octyl derivs.","4891","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4891"
"6097","","223-133-8","3742-34-5","Vinylcyclopentane","4895","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4895"
"6098","","616-585-6","78056-39-0","4,5-Difluoro-2-nitroaniline","4900","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4900"
"6099","","219-091-5","2353-45-9","Dihydrogen (ethyl)[4-[4-[ethyl(3-sulphonatobenzyl)amino](4-hydroxy-2-sulphonatobenzhydrylidene]cyclohexa-2,5-dien-1-ylidene](3-sulphonatobenzyl)ammonium, disodium salt","4904","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4904"
"6100","","459-290-6","","3,4-Dichloro-N-(5-chloro-4-{[2-({4-[(2-hexyldecyl)oxy]phenyl}sulfonyl)butanoyl]amino}-2-hydroxyphenyl)benzamide","4905","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4905"
"6101","","211-799-2","696-63-9","4-methoxybenzenethiol","4908","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4908"
"6102","","605-546-9","169280-10-8","4-(Cyclopropylcarbonyl)-α,α-dimethyl-ethyl ester benzeneacetic acid","4912","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4912"
"6103","","265-718-0","65369-76-8","1-(m-chlorophenyl)piperazine hydrochloride","4916","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4916"
"6104","","247-128-5","25614-03-3","Bromocriptine","4919","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4919"
"6105","","205-472-3","141-24-2","Methyl ricinoleate","4923","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4923"
"6106","","472-020-1","","[No public or meaningful name is available]","4924","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4924"
"6107","","454-420-8","","[No public or meaningful name is available]","4925","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4925"
"6108","","219-547-3","2459-10-1","Trimethyl benzene-1,2,4-tricarboxylate","4926","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4926"
"6109","","266-040-8","65997-04-8","Rosin, fumarated","4929","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4929"
"6110","","235-987-9","13080-90-5","Bicyclo[2.2.1]hept-5-en-2-ol","4934","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4934"
"6111","","243-911-0","20602-77-1","3-(dimethylamino)propyl methacrylate","4939","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4939"
"6112","","218-815-7","2243-54-1","2-naphthyl isocyanate","4942","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4942"
"6113","","607-831-3","2594-14-1, 9002-07-7","Trypsin","4944","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4944"
"6114","","215-737-5","1393-87-9","Fusafungine","4949","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4949"
"6115","","247-655-0","26399-02-0","2-ethylhexyl oleate","4954","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4954"
"6116","","220-167-5","2650-17-1","Sodium hydrogen 4-[[4-(ethylamino)-m-tolyl][4-(ethylimino)-3-methylcyclohexa-2,5-dien-1-ylidene]methyl]benzene-1,3-disulphonate","4956","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4956"
"6117","","202-061-0","91-33-8","Benzthiazide","4959","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4959"
"6118","","224-099-7","4200-55-9","Tridecyl phosphate","4962","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4962"
"6119","","255-044-5","40702-13-4","2-tert-butylcyclohexyl propionate","4965","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4965"
"6120","","233-340-5","10124-53-5","Magnesium thiosulphate","4969","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4969"
"6121","","274-491-7","70236-61-2","Disodium [2,4-dihydro-4-[(2-hydroxy-5-nitrophenyl)azo]-5-methyl-2-phenyl-3H-pyrazol-3-onato(2-)][2-hydroxy-3-[(2-hydroxy-1-naphthyl)azo]-5-nitrobenzenesulphonato(3-)]chromate(2-)","4975","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4975"
"6122","","617-614-5","84696-06-0","Corn oil","4981","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4981"
"6123","","217-591-8","1898-66-4","2,2-diphenyl-1-picrylhydrazyl","4983","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4983"
"6124","","287-257-4","85443-67-0","Hydrogen [3-[(4,5-dihydro-3-methyl-5-oxo-1-phenyl-1H-pyrazol-4-yl)azo]-2-hydroxy-5-nitrobenzenesulphonato(3-)]hydroxychromate(1-), compound with 3-[(2-ethylhexyl)oxy]propylamine (1:1)","4987","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4987"
"6125","","271-816-4","68609-04-1","Cyclohexane, oxidized, non-acidic by-products, distn. residues","4991","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4991"
"6126","","206-349-7","329-89-5","6-aminonicotinamide","4993","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4993"
"6127","","205-613-9","144-02-5","Barbital sodium","4996","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4996"
"6128","","239-162-4","15111-96-3","4-(1-methylvinyl)cyclohex-1-ene-1-methyl acetate","4998","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4998"
"6129","","220-829-3","2914-19-4","Barium diethanolate","4999","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4999"
"6130","","605-301-6","162691-59-0","5-[3-(1-ethoxyethoxy)-3-methyl-4-penten-1-ynyl]-2,4,6,6-tetramethyl-5,6,7,7a-tetrahydro-1,3-benzodioxol-5-ol","5001","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5001"
"6131","","280-929-8","83804-09-5","Sodium bis[4-[(2-chloro-4-nitrophenyl)azo]-2-[[(2-hydroxy-5-nitrophenyl)imino]methyl]phenolato(2-)]chromate(1-)","5004","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5004"
"6132","","298-718-4","93821-32-0","Castor oil, reaction products with 1,2-cyclohexanedicarboxylic acid","5011","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5011"
"6133","","263-502-0","62314-22-1","(2-hydroxypropyl)trimethylammonium 2-ethylhexanoate","5013","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5013"
"6134","","606-779-9","214822-96-5","Methyl 4-Fluoro-3-hydroxybenzoate","5020","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5020"
"6135","","606-432-1","20063-89-2","2-Azetidinecarboxylic acid","5021","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5021"
"6136","","608-588-6","311810-75-0","cis-4,5-difluoro-1,3-dioxolan-2-one","5028","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5028"
"6137","","208-865-8","544-19-4","Copper diformate","5033","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5033"
"6138","","604-604-0","147770-06-7","2-Ethoxy-4-{3-[(S)-3-methy-1-(2-piperidin-1-yl-phenyl)-butylamino]-2-oxo-propyl}-benzoic acid ethyl ester","5034","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5034"
"6139","","281-680-8","84012-36-2","Polygonum bistorta, ext.","5037","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5037"
"6140","","205-847-1","156-06-9","3-phenylpyruvic acid","5044","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5044"
"6141","","237-416-9","13777-22-5","Hafnium tetrabromide","5047","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5047"
"6142","","259-336-3","54773-19-2","1,2-dichloro-3-(trifluoromethyl)benzene","5050","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5050"
"6143","","283-886-3","84775-57-5","Filipendula ulmaria, ext.","5051","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5051"
"6144","","500-382-3","157707-73-8","Fatty acids, C18-unsatd., dimers, oligomeric reaction products with fatty acids, C16-18 and C18-unsatd., branched and linear, tetraethylenepentamine and triethylenetetramine","5053","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5053"
"6145","","442-110-5","","1,3-Benzenediamine, 4-methyl-N3-[4-(3-pyridinyl)-2-pyrimidinyl]-","5058","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5058"
"6146","","223-016-1","3695-00-9","N-[(p-tolylsulphonyl]-p-toluenesulphonamide","5060","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5060"
"6147","","228-626-1","6309-51-9","Isopentyl laurate","5061","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5061"
"6148","","220-222-3","2675-77-6","Chloroneb","5063","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5063"
"6149","","244-626-4","21876-47-1","1-methyl-3-sulphonatopyridinium","5064","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5064"
"6150","","226-997-4","5588-84-1","Oxotris(propan-2-olato)vanadium","5065","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5065"
"6151","","205-538-1","142-47-2","Sodium hydrogen glutamate","5066","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5066"
"6152","","224-010-1","4164-37-8","1,4-dinitropiperazine","5071","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5071"
"6153","","614-773-2","68911-25-1","ALIPHATIC POLYMER DIAMINE","5072","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5072"
